danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,id,mood,motivation,release_decade
0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.717,123.045,5pNFibJLq7dvoDVIIcQBkn,1.0,1.0,2020s
0.715,0.738,-4.42,0.0577,0.00199,0.0,0.36,160.07,1mFpMoeZfkIqtqW2AfQ8ba,0.0,1.0,2020s
0.647,0.765,-6.459,0.06,0.111,0.0,0.855,79.994,58UKC45GPNTflCN6nwCUeF,1.0,1.0,2020s
0.721,0.769,-4.111,0.105,0.0922,0.0,0.915,155.932,2rmwqU7yzTvzkiaRV53DpT,1.0,1.0,2020s
0.73,0.804,-4.84,0.0436,0.225,2.63e-06,0.904,139.997,0irVirJrUjHFk3ywECVsGT,1.0,1.0,2020s
0.814,0.628,-7.178,0.221,0.167,0.0,0.677,123.977,7mFj0LlWtEJaEigguaWqYh,1.0,1.0,2020s
0.672,0.855,-3.764,0.0397,0.021,0.0,0.646,123.056,24ySl2hOPGCDcxBxFIqWBu,1.0,1.0,2020s
0.852,0.698,-7.206,0.0629,0.00839,1.03e-06,0.324,113.039,4wNIkl5XGiAACjFBlDWuSd,0.0,1.0,2020s
0.698,0.895,-4.439,0.0628,0.172,1.45e-05,0.838,114.914,3i0FkJYlU4MFfYkjFHXXAM,1.0,1.0,2020s
0.681,0.657,-4.671,0.0432,0.0748,0.0,0.628,130.089,2Xnv3GntqbBH1juvUYSpHG,1.0,1.0,2020s
0.61,0.74,-5.817,0.0984,0.124,0.0,0.69,97.051,3OGm8bgXa8EHyt1PPkdxBM,1.0,1.0,2000s
0.734,0.889,-6.252,0.0713,0.21,0.0,0.955,108.057,1O6Sep0cC9AU8U0qKIjZws,1.0,1.0,2000s
0.823,0.797,-4.966,0.0365,0.309,1.24e-06,0.964,108.913,1vTMLccij4mIkEecC1Nomt,1.0,1.0,2000s
0.674,0.862,-3.923,0.0316,0.084,0.0,0.736,97.991,1en4qIVBqLMnRcgVPbwBze,1.0,1.0,2000s
0.515,0.852,-4.88,0.0726,0.224,0.0,0.645,167.005,1DkWjjvEEYkzX7yHvnJJ0y,1.0,1.0,2010s
0.711,0.864,-6.092,0.0324,0.102,0.0,0.829,96.999,5wAoZTrfMSSvxH2GZ0cji5,1.0,1.0,2010s
0.569,0.806,-4.861,0.0292,0.0259,0.0,0.737,105.082,13RP005cDlNlZD23CIRUb1,1.0,1.0,2000s
0.644,0.605,-7.096,0.0367,0.275,0.0,0.189,104.88,29YKINI3hMn6dI3gZOWpuq,0.0,1.0,2010s
0.545,0.919,-3.215,0.154,0.172,0.0,0.699,129.845,6nEH8VwvfbKhvLMUJtDeju,1.0,1.0,2010s
0.74,0.859,-4.742,0.033,0.0365,1.08e-05,0.782,130.011,1nO4EGuBjR75IGbFYzqPxO,1.0,1.0,2010s
0.668,0.747,-4.896,0.0351,0.316,0.0,0.653,97.997,1Vy4p556th5iik2srUJ19y,1.0,1.0,2000s
0.65,0.879,-3.176,0.0328,0.324,0.0,0.899,105.015,3tm3GG9BBOYhUzKWlS6A74,1.0,1.0,2010s
0.657,0.882,-4.182,0.0726,0.384,0.0,0.819,92.004,0DaQUiCdffAGsHcXR32TIj,1.0,1.0,2000s
0.76,0.904,-4.231,0.118,0.486,0.0,0.792,109.987,7z08JryaNyZcSYIP9MNMXc,1.0,1.0,2000s
0.659,0.79,-3.474,0.0686,0.0632,0.0,0.613,130.049,4EogsKdQuqHzdnSCMYxpxi,1.0,1.0,2010s
0.68,0.864,-5.39,0.0472,0.186,0.0,0.868,104.994,6YHYQ8qvOK3ALFxKzWZKeZ,1.0,1.0,2010s
0.738,0.839,-3.429,0.0273,0.476,8.98e-06,0.806,111.978,1BhVIZ0fuduQfpB7AD3AeY,1.0,1.0,2000s
0.695,0.954,-3.501,0.0607,0.0183,0.0,0.796,124.961,2wlptOJ1g5fvLdu6ruKCKU,1.0,1.0,2010s
0.644,0.904,-4.675,0.0406,0.0126,0.0,0.724,98.994,3rgTgwr3wWYtOXSCsdbHOA,1.0,1.0,2010s
0.654,0.839,-4.9,0.108,0.0653,0.0,0.706,109.963,1clnoQ7g8iOMj1o6Co1Qcm,1.0,1.0,2000s
0.494,0.934,-3.756,0.053,0.00297,0.0,0.612,89.993,3QbDHI2exGSlGxKQNQulOx,1.0,1.0,2000s
0.491,0.877,-3.758,0.0425,0.000259,0.0,0.819,138.31,19vhfSUgVJO2enJ6XidUGO,1.0,1.0,1990s
0.669,0.893,-3.999,0.158,0.23,0.0,0.954,169.836,5z5ZPGWYKkmY0LkCt9pMfW,1.0,1.0,2010s
0.723,0.886,-4.763,0.0513,0.0486,3.03e-06,0.94,112.997,48cIfgkViIh8oABAfzZ0yV,1.0,1.0,2010s
0.674,0.921,-3.515,0.0426,0.117,0.0,0.804,92.989,5fQ92ZcbeS2fF3YezS7B61,1.0,1.0,2010s
0.645,0.817,-4.14,0.0748,0.488,0.0,0.939,171.693,2jU2rtVP2gJlb6nV1HWVrY,1.0,1.0,2010s
0.597,0.82,-2.047,0.0313,0.115,0.000276,0.749,113.937,0QiVMosRKD20eMAYssCb9v,1.0,1.0,2010s
0.635,0.822,-5.684,0.0384,0.0168,0.0,0.772,117.022,1DGkjBQ6hDj9QbLszBx0pB,1.0,1.0,2010s
0.464,0.842,-3.64,0.269,0.0597,0.0,0.957,89.759,0fjRYHFz9ealui1lfnN8it,1.0,1.0,2010s
0.462,0.715,-5.388,0.0517,0.0252,0.0,0.359,171.623,2wXBcAAxqEQKeQGXr5tPdA,0.0,1.0,2010s
0.817,0.76,-5.06,0.0594,0.483,0.00215,0.849,104.014,0yp6jw6F0LNnjbxLejWaPK,1.0,1.0,2000s
0.479,0.834,-4.328,0.0362,0.00167,0.0,0.282,139.965,3hGrHlie1Z4SHsEW4n3Kl1,0.0,1.0,2010s
0.607,0.851,-5.118,0.0411,0.0514,0.0,0.746,106.057,6voJQ4v9cbepDzOs4Zw8Hn,1.0,1.0,2010s
0.691,0.8,-5.53,0.0467,0.117,0.0,0.91,103.846,3pJfWEBxmRDfS3hM7lAphp,1.0,1.0,2000s
0.624,0.698,-6.262,0.03,0.384,0.0,0.946,151.519,1layZXCAmJ84fi21OmnTt5,1.0,1.0,1990s
0.838,0.826,-6.855,0.0707,0.372,3.29e-05,0.935,100.023,1MjZtRVDrgyq6cPJySw8Jw,1.0,1.0,2000s
0.758,0.935,-3.617,0.107,0.0176,0.000199,0.886,113.038,2fDdq9ZHy4fpGjyENU5fjp,1.0,1.0,2010s
0.604,0.697,-4.802,0.0546,0.217,0.0,0.82,82.034,1IJTF2xPcGBAsjbNzEJ8yv,1.0,1.0,2010s
0.597,0.852,-4.596,0.0566,0.0486,0.0,0.856,105.943,0RfdqdQUFLCYvXUPXO2tYD,1.0,1.0,2010s
0.824,0.875,-3.798,0.0406,0.446,0.0,0.965,97.494,02ttUjhQlzDipgIQr49Ixq,1.0,1.0,2010s
0.582,0.908,-4.34,0.0371,0.000648,0.0231,0.866,106.998,5fvUjWFwYnmhXH1cWht8ne,1.0,1.0,2010s
0.601,0.939,-4.015,0.0608,0.202,0.0,0.831,107.922,4xPh8cElCSHTGQapHl4EY4,1.0,1.0,2010s
0.563,0.722,-5.201,0.0617,0.0839,0.0,0.349,159.937,5H7mte3M79SpIQBpHgp4hQ,0.0,1.0,2010s
0.795,0.697,-6.362,0.0347,0.834,0.00111,0.851,93.987,4fvjKc1K0FUpVfh4jBoLL1,1.0,1.0,2010s
0.741,0.947,-3.45,0.0865,0.0556,0.0708,0.628,125.017,5knpjYe5JevJjfCXKwr33l,1.0,1.0,2010s
0.731,0.822,-5.455,0.0467,0.306,0.0,0.851,94.977,6VFytIFJB96QQWVIYUkjPW,1.0,1.0,2010s
0.619,0.733,-5.805,0.084,0.109,0.0,0.739,97.014,2fORi3Bs7HHaAOLcaD50ZV,1.0,1.0,2000s
0.583,0.83,-5.361,0.0262,0.00463,0.0,0.725,127.006,5d0Ji6Poqvmtz9lzdpWd7F,1.0,1.0,2010s
0.784,0.706,-8.057,0.0348,0.237,0.0,0.691,118.635,5k0lW26irHJFvE9srPD6ag,1.0,1.0,2010s
0.667,0.69,-8.506,0.0972,0.0747,0.0,0.61,78.87,3m8qGT5waagsTxTeSYs2Tc,1.0,1.0,1990s
0.802,0.823,-5.345,0.0374,0.572,3.24e-06,0.829,96.037,1HTkMJ3ItY2NYfrmCGcjYx,1.0,1.0,2010s
0.708,0.775,-5.834,0.06,0.804,0.0,0.889,149.992,6M0RL3b783qpUXFT11QJZR,1.0,1.0,2000s
0.692,0.853,-5.709,0.0476,0.372,1.58e-05,0.708,82.03,5AhAArPfiKdrYo4XjDup3h,1.0,1.0,2010s
0.663,0.903,-8.001,0.0495,0.203,0.0,0.97,104.984,5hmp9WViHvIcgOyl1zaaDM,1.0,1.0,2010s
0.525,0.676,-4.554,0.0299,0.195,0.0,0.224,141.924,6sXknJhAEuknsWCdCht57v,0.0,1.0,2010s
0.68,0.618,-3.557,0.0263,0.164,0.0,0.645,94.011,3ssTEKJaW7po2GOjXltXyF,1.0,1.0,2010s
0.759,0.667,-8.817,0.0365,0.149,3.03e-06,0.787,89.986,30bwJZtBap20HYPB7O1ssI,1.0,1.0,2000s
0.541,0.738,-4.163,0.0258,0.00775,0.00491,0.779,90.02,5lctfa7eYSdVEKMaPno2SM,1.0,1.0,2000s
0.65,0.796,-4.635,0.0302,0.353,0.0,0.779,153.98,3vHyHW4NRa1tfUbGe37apq,1.0,1.0,2010s
0.531,0.915,-5.601,0.0563,0.277,0.0,0.353,143.979,2RwhZKJGtijFVhNSg73Pyp,0.0,1.0,2010s
0.598,0.838,-2.622,0.0527,0.652,0.0,0.955,172.178,367Cb3sFU9yiHJ9T3vciHk,1.0,1.0,2000s
0.634,0.798,-5.69,0.0392,0.294,0.0,0.76,109.985,4gH3ZZgTokyO3ytwa9tr1I,1.0,1.0,1990s
0.786,0.783,-5.729,0.0691,0.381,0.0,0.819,110.041,1lnImJixf8HOCwPfIapXDe,1.0,1.0,2010s
0.399,0.846,-7.064,0.321,0.617,0.0,0.825,74.401,6kOQ6d3zhJ3yg6G9FMfvBg,1.0,1.0,2010s
0.823,0.941,-5.769,0.0668,0.0689,2.17e-06,0.952,113.447,2JZ2GLrcM4Mh2sJ7ngfIqS,1.0,1.0,2010s
0.795,0.616,-5.281,0.06,0.417,0.0,0.815,110.015,6ukMqDxnOPOgoHdak7Kyp3,1.0,1.0,2010s
0.627,0.813,-6.449,0.0827,0.0271,0.0,0.832,92.054,6t07nvmkKc3PIEJHuH5utE,1.0,1.0,2010s
0.635,0.769,-3.936,0.0277,0.0622,0.0,0.324,110.025,5z1O88iXSwRkP1lqi2mBa7,0.0,1.0,2010s
0.686,0.642,-6.912,0.192,0.295,0.0,0.774,172.164,5qvqomWrw5MkcTVqO0livr,1.0,1.0,2000s
0.718,0.895,-6.199,0.261,0.341,0.0,0.805,101.058,7BHiGNHqbH89W8ftWrI3tc,1.0,1.0,2010s
0.634,0.79,-3.832,0.202,0.461,0.0,0.924,97.23,5YxgSArh0FDP0CEDuZcYnC,1.0,1.0,1980s
0.589,0.91,-3.68,0.211,0.0299,0.0,0.89,191.928,1tmwswvJnwOIrskyCKVsgv,1.0,1.0,2010s
0.722,0.913,-4.147,0.0672,0.0611,0.0,0.876,95.123,6ehhc5vtZ33S9lPBQ0bvPN,1.0,1.0,2020s
0.757,0.736,-6.369,0.259,0.165,0.0,0.789,106.816,7fIPv9eFhoV6eQHljiu6Mm,1.0,1.0,2020s
0.607,0.648,-3.863,0.0277,0.346,0.0,0.644,150.02,2Ce5YYNHGDQDF5nVg7IglV,1.0,1.0,2010s
0.301,0.752,-4.534,0.0426,0.649,2.6e-06,0.33,133.437,5gIJUxM9v2DIWV3EWPAx47,0.0,1.0,2010s
0.869,0.15,-15.811,0.293,0.496,0.0,0.886,67.523,5oKlSLcbGzGtNQXHIRFHDp,1.0,0.0,2000s
0.619,0.876,-6.253,0.0538,0.342,0.0,0.772,100.962,3T07pNAEVr9adeIG9i1ex4,1.0,1.0,2000s
0.617,0.738,-5.798,0.0898,0.117,0.0,0.727,97.027,57czXcIM8Kw8Cs1MJ5bmMa,1.0,1.0,2000s
0.656,0.877,-3.231,0.0342,0.345,0.0,0.894,105.018,3QHMxEOAGD51PDlbFPHLyJ,1.0,1.0,2010s
0.743,0.965,-4.83,0.0536,0.211,0.0,0.741,114.23,2mKS9ECgxNSRQgmQO7CY8x,1.0,1.0,2000s
0.811,0.702,-6.657,0.0423,0.187,0.0,0.843,100.983,5gtSriu6pu5x6mGlPe4SPf,1.0,1.0,2000s
0.656,0.809,-4.235,0.0305,0.035,0.0,0.851,130.982,75hfPTtNhiqUglKXIVOaju,1.0,1.0,2010s
0.2,0.628,-5.263,0.034,0.542,0.0,0.132,167.385,7e3mCGbRFSsYmnGuQf9rMk,0.0,1.0,1990s
0.668,0.678,-10.317,0.056,0.00293,0.0,0.657,120.029,7DD1ojeTUwnW65g5QuZw7X,1.0,1.0,1980s
0.659,0.112,-16.203,0.0423,0.881,0.0,0.334,76.307,4HjJObUPh2jjogKo7PQhfo,0.0,0.0,2020s
0.781,0.797,-5.815,0.0286,0.14,8.69e-05,0.848,129.963,6cRvHL1jwsAktcEcukPYmp,1.0,1.0,2020s
0.591,0.785,-7.768,0.161,0.161,0.0,0.785,106.002,3eSJmGWqoBRx5wbFCtvPtz,1.0,1.0,2020s
0.677,0.116,-15.703,0.0412,0.909,2.59e-05,0.68,85.1,3bINd6fURyFLT0sQwkjbCG,1.0,0.0,2010s
0.45,0.878,-4.592,0.0827,0.0071,0.0,0.744,199.844,0XFQb7pNfT90A7fRxjMWgz,1.0,1.0,2020s
0.704,0.764,-6.508,0.026,0.167,0.0,0.709,100.018,5Z3eEWd02O1RekV96ohDPx,1.0,1.0,2020s
0.695,0.958,-3.778,0.0827,0.0148,7.16e-06,0.711,108.054,2nTlUSqBKN7FVsqD9y4MSf,1.0,1.0,2000s
0.652,0.911,-3.755,0.0423,0.0143,0.0,0.791,98.971,4plaA2BKVLMf4EOn6Fmu2Y,1.0,1.0,2010s
0.699,0.698,-6.12,0.0416,0.0275,0.000125,0.664,134.018,78EKCMqwOursWwzfQ6ojZg,1.0,1.0,2010s
0.7,0.739,-5.13,0.0783,0.118,0.0,0.327,139.918,75nzPY83rlUbGV8MedvZho,0.0,1.0,2010s
0.813,0.735,-4.982,0.0776,0.482,0.00187,0.853,104.056,3zoYQLfNEvJ7UvQ4em2vsT,1.0,1.0,2000s
0.666,0.863,-6.928,0.0707,0.452,0.0,0.913,116.153,3ros46b4Zl4KFqZ8vZZU7W,1.0,1.0,1990s
0.639,0.819,-5.866,0.04,0.0217,2.31e-05,0.863,147.997,5Z8kZvVpjvgg8NuHKr9Ijs,1.0,1.0,1990s
0.656,0.809,-4.235,0.0305,0.035,0.0,0.851,130.982,1pMTNTr51rGKYrDfv4aygB,1.0,1.0,2010s
0.652,0.757,-6.819,0.153,0.286,0.0,0.962,159.911,6NPVjNh8Jhru9xOmyQigds,1.0,1.0,2010s
0.681,0.163,-22.597,0.165,0.881,7.62e-05,0.771,69.283,5YbgcwHjQhdT1BYQ4rxWlD,1.0,0.0,1990s
0.425,0.954,-3.756,0.0476,0.00414,0.0,0.933,178.043,0Ph6L4l8dYUuXFmb71Ajnd,1.0,1.0,1990s
0.817,0.738,-5.176,0.0775,0.47,0.00234,0.846,104.02,5BKQSQzyyy1uQCNwO8XpTd,1.0,1.0,2000s
0.592,0.797,-7.155,0.101,0.209,0.0,0.698,110.007,13AD9WSKhLSAZ8awiYofHp,1.0,1.0,2020s
0.764,0.726,-3.687,0.0388,0.00221,0.0,0.892,120.917,77eU2CPN6ENhvQdW6m83O2,1.0,1.0,2010s
0.644,0.605,-7.096,0.0367,0.275,0.0,0.189,104.88,0uKPDNjZ0cPNxspqOML6RQ,0.0,1.0,2010s
0.503,0.818,-5.182,0.0506,0.411,0.0,0.211,184.01,29WCatXrNiHvJhvJvDe2Kl,0.0,1.0,2000s
0.628,0.813,-5.571,0.0364,0.0698,0.00646,0.743,123.055,5nZfsld97d5YCU3SKFpN4Q,1.0,1.0,2010s
0.506,0.697,-4.994,0.0398,0.102,0.0,0.831,204.127,3VhqlPwdb8WGdiPOj4D5DE,1.0,1.0,2010s
0.869,0.15,-15.811,0.293,0.494,0.0,0.886,67.523,1qt9EGepk8Ci2m8zQxcLHy,1.0,0.0,2000s
0.743,0.971,-4.83,0.0533,0.046,9.74e-06,0.978,101.998,0ATzislS5SvAp69hjHczej,1.0,1.0,1990s
0.687,0.823,-5.228,0.0545,0.131,2.95e-05,0.961,92.009,1WOn068GSVYKoIXj2veXsw,1.0,1.0,2010s
0.495,0.672,-6.246,0.259,0.538,0.0,0.687,170.166,37vqi0b9BqN0XN7QHLHTQ8,1.0,1.0,2020s
0.641,0.788,-5.817,0.05,0.149,0.0,0.782,147.947,7hmdTvWQgw2p8aG26MIdCO,1.0,1.0,2020s
0.795,0.798,-6.542,0.0649,0.275,6.33e-06,0.838,110.024,4RWKmB23nv2xjpBEdQiWDd,1.0,1.0,2000s
0.677,0.606,-8.274,0.0471,0.234,0.00443,0.35,93.985,6DlhPEHyYrrZCs9rTIz6ho,0.0,1.0,2020s
0.578,0.793,-4.752,0.102,0.0454,0.0,0.704,97.955,7HPbD27Wlv8IhXXMmBWkXe,1.0,1.0,2020s
0.44,0.941,-3.596,0.0461,0.000231,0.0,0.756,145.363,4Rk24KXGLoNgjGhME3kVv1,1.0,1.0,2020s
0.418,0.249,-13.744,0.0301,0.841,0.661,0.213,82.803,6FLwmdmW77N1Pxb1aWsZmO,0.0,0.0,2000s
0.79,0.713,-7.939,0.0821,0.7,0.0029,0.796,80.978,3jd98IqkeEChfoe98H24Ma,1.0,1.0,2020s
0.868,0.347,-9.529,0.0536,0.308,2e-05,0.659,110.059,4VywXu6umkIQ2OS0m1I79y,1.0,0.0,2000s
0.671,0.153,-13.569,0.0404,0.912,5.53e-05,0.658,85.6,3oQomOPRNQ5NVFUmLJHbAV,1.0,0.0,2000s
0.525,0.284,-9.961,0.0327,0.839,0.0,0.396,99.778,6KUasBYtaeWOdIbC1FZNbI,0.0,0.0,2020s
0.411,0.697,-9.656,0.14,0.794,0.2,0.375,168.842,3LUGhSGsZfa1Xk6LQ8VIcQ,0.0,1.0,2020s
0.539,0.202,-11.21,0.0619,0.929,0.0,0.323,179.797,4jEEloo2pedhkrP5NBTl85,0.0,0.0,2020s
0.175,0.143,-17.439,0.0412,0.937,0.933,0.0662,173.33,0Gr2XQOIMaaUH86iOrWGur,0.0,0.0,2000s
0.319,0.117,-13.233,0.0325,0.905,0.000111,0.138,78.563,3sICyTPASesVzpfGc1nM2t,0.0,0.0,2010s
0.714,0.306,-12.111,0.0388,0.726,0.168,0.314,129.984,0ZNYGrmcehorhh9JOeg5Iv,0.0,0.0,2010s
0.361,0.608,-4.547,0.0289,0.711,0.00113,0.308,96.218,7rsRu5kV7CMuVGJulafxLs,0.0,1.0,2020s
0.642,0.817,-5.352,0.052,0.107,1.08e-05,0.81,149.928,4y4ZvtUZbm9hoB9hDBCfN2,1.0,1.0,2020s
0.524,0.0528,-14.706,0.049,0.987,0.00057,0.288,129.029,4jS6mCmznV5fjTNLf4h61o,0.0,0.0,2000s
0.483,0.303,-10.058,0.0429,0.694,0.0,0.139,133.406,53QF56cjZA9RTuuMZDrSA6,0.0,0.0,2010s
0.589,0.177,-14.891,0.0325,0.977,0.714,0.311,88.409,5YqpHuXpFjDVZ7tY1ClFll,0.0,0.0,2000s
0.518,0.126,-12.102,0.0431,0.942,0.0,0.166,75.991,1rGxG6Y5OgmSwGPRPJv9Q4,0.0,0.0,2010s
0.522,0.256,-11.216,0.0258,0.86,0.000806,0.13,76.349,4PuUa8e5s7P3Zv1IdCGIsa,0.0,0.0,2010s
0.614,0.101,-22.159,0.0395,0.825,0.0217,0.155,75.902,2GiYPEgOA7hb7sqsEWX8df,0.0,0.0,2010s
0.494,0.215,-10.092,0.0321,0.904,0.0,0.313,124.057,5qMjtrGnezsafpH4oqg7oU,0.0,0.0,2010s
0.529,0.816,-5.532,0.0302,0.358,0.2,0.681,85.026,5FbdXtJfcXb2UB8KJNAcQM,1.0,1.0,2020s
0.688,0.705,-7.311,0.0323,0.0647,0.124,0.696,112.019,6c6W25YoDGjTq3qSPOga5t,1.0,1.0,2010s
0.565,0.242,-8.367,0.0318,0.762,9.3e-06,0.237,81.657,5ug4vqGZ3eisGhY1IsziNX,0.0,0.0,2010s
0.353,0.148,-13.108,0.0421,0.934,0.0,0.297,88.203,7rLokcIMP9p8fl0iROdVfC,0.0,0.0,2010s
0.585,0.348,-10.268,0.0361,0.585,7.47e-05,0.101,109.97,4gFakkHz0RjUrbf9Ufilb7,0.0,0.0,2010s
0.633,0.248,-12.592,0.0372,0.951,3.69e-05,0.337,138.092,2dxeshKXUCGzydZQziuN3B,0.0,0.0,2010s
0.402,0.282,-12.329,0.0332,0.923,0.0774,0.0983,114.894,7areyJPur83YJOJLhvSXvH,0.0,0.0,2020s
0.522,0.152,-14.996,0.0303,0.788,2.37e-05,0.133,144.055,0J4sK2VO75cRSVoj0FokQn,0.0,0.0,2010s
0.326,0.201,-11.594,0.0282,0.756,0.0,0.172,82.046,5xvAGovFqj41SyAinwvwVV,0.0,0.0,2010s
0.844,0.362,-10.071,0.0363,0.568,0.771,0.202,115.988,0BfLvshnvJldGROufmYCrv,0.0,0.0,2010s
0.756,0.28,-14.27,0.0296,0.616,0.00033,0.695,109.413,4wd09wCccmxUB7XVJp0RNn,1.0,0.0,2000s
0.394,0.345,-12.042,0.0334,0.914,2.05e-05,0.0527,107.647,1hKatvvaKADQVmEPIob9e8,0.0,0.0,2000s
0.624,0.179,-13.273,0.0373,0.896,1.92e-05,0.238,117.572,0Dv23k5ErS9XO9U2BYRI0F,0.0,0.0,2010s
0.488,0.253,-12.675,0.0387,0.906,0.0107,0.626,81.674,0FjTazWaBSHBVWm2PAGghQ,1.0,0.0,2010s
0.756,0.655,-6.419,0.057,0.797,1.2e-06,0.916,91.945,7qRyLLHIsqpdeSK7Sc5G2A,1.0,1.0,2020s
0.667,0.734,-9.891,0.318,0.61,0.0523,0.145,142.968,03WMhty0KQ2ppU30LiyKy4,0.0,1.0,2020s
0.32,0.248,-10.981,0.0371,0.804,4.37e-06,0.28,205.476,4PZa10hp40IiPySg7MGYbl,0.0,0.0,2010s
0.731,0.727,-5.83,0.0408,0.24,1.01e-05,0.778,139.987,4TSUh9GIzjlt9QAH32ObaB,1.0,1.0,2020s
0.738,0.198,-10.919,0.0625,0.906,0.0,0.682,123.158,7sgi66biRYpAXuRZJBDuli,1.0,0.0,1990s
0.503,0.335,-10.051,0.0416,0.921,3.97e-06,0.298,145.09,0bnUDXvwi2s8924tLTDg3K,0.0,0.0,2020s
0.415,0.23,-9.666,0.0499,0.803,5.4e-06,0.203,177.999,2K4uwGeeT2AmZgAgdxdDNM,0.0,0.0,2010s
0.371,0.0731,-8.051,0.0328,0.931,0.0,0.316,137.466,2eH4LAMhD20bl8tQseKckb,0.0,0.0,2010s
0.545,0.255,-14.844,0.0311,0.362,1.77e-05,0.831,98.088,2ZaYFNn1YQuLSVdHhanr4Q,1.0,0.0,2000s
0.497,0.23,-8.22,0.0399,0.894,2.34e-06,0.347,125.822,5QY4JhMKx4aBAaZcosncqd,0.0,0.0,2010s
0.766,0.191,-12.606,0.0394,0.932,7.95e-06,0.262,104.03,1rZFC696WndvqvpFfjr4Wu,0.0,0.0,2010s
0.889,0.304,-11.076,0.23,0.714,0.324,0.619,82.939,4ksOH8hJAZJpqWzOJJ5fCV,1.0,0.0,2020s
0.361,0.153,-10.296,0.0332,0.879,0.0,0.128,80.794,7xNQMVeEgXQf0xUsTlcpMP,0.0,0.0,2010s
0.218,0.243,-11.173,0.0299,0.842,0.768,0.0708,155.306,56iI6wwW6Lm2DzRxl0TFqH,0.0,0.0,2010s
0.599,0.198,-8.557,0.0581,0.953,0.000127,0.214,141.987,371akJ9fYgSkrAFMyWoTdL,0.0,0.0,2010s
0.531,0.116,-16.243,0.0368,0.866,0.699,0.19,128.594,3Ulj4AXe7s1gUZ7iByb9Jy,0.0,0.0,2010s
0.471,0.273,-10.072,0.0324,0.845,0.0,0.188,138.683,2Sqv9Ne6ibOZsKxY7o0t6t,0.0,0.0,2010s
0.525,0.353,-10.985,0.0322,0.596,0.0,0.241,92.001,1JzJFYOlNFISoz28z5t20x,0.0,0.0,2000s
0.444,0.0911,-17.665,0.0307,0.959,1.05e-06,0.142,78.403,6wf7Yu7cxBSPrRlWeSeK0Q,0.0,0.0,2020s
0.49,0.352,-11.577,0.0254,0.709,0.0856,0.166,99.992,6GGtHZgBycCgGBUhZo81xe,0.0,0.0,2020s
0.747,0.391,-13.767,0.052,0.529,0.003,0.195,102.984,3CWq0pAKKTWb0K4yiglDc4,0.0,0.0,2020s
0.38,0.339,-7.885,0.0338,0.691,0.0,0.0849,100.607,5CZ40GBx1sQ9agT82CLQCT,0.0,0.0,2020s
0.463,0.642,-4.474,0.34,0.314,0.0,0.339,83.389,59nOXPmaKlBfGMDeOVGrIK,0.0,1.0,2020s
0.614,0.318,-12.695,0.0478,0.896,0.00239,0.112,119.959,04sN26COy28wTXYj3dMoiZ,0.0,0.0,2010s
