danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,id,mood,motivation,release_decade
0.725,0.709,-6.514,0.072,0.588,0.0,0.353,110.024,0Z7nGFVCLfixWctgePsRk9,0.0,1.0,2020s
0.518,0.368,-7.76,0.0353,0.855,4.9e-06,0.234,141.934,17cia5k4BpGVlyEfqrFH50,0.0,0.0,2020s
0.737,0.802,-4.771,0.0878,0.468,0.0,0.682,144.015,35mvY5S1H3J2QZyna3TFe0,1.0,1.0,2020s
0.358,0.284,-8.285,0.0285,0.805,0.0,0.276,99.796,5Y35SjAfXjjG0sFQ3KOxmm,0.0,0.0,2020s
0.604,0.366,-7.519,0.0282,0.578,0.0,0.13,141.981,0gplL1WMoJ6iYaPgMCL0gX,0.0,0.0,2020s
0.408,0.338,-13.626,0.0431,0.521,0.000639,0.1,133.943,7CiDwKE62N6ey3LyG6s7xc,0.0,0.0,2020s
0.48,0.199,-12.398,0.0329,0.931,0.0563,0.201,165.476,1XTY6rA7XQosc0ynkkE9kN,0.0,0.0,2020s
0.548,0.307,-9.214,0.0781,0.916,0.0,0.317,127.923,3Nl5OkkmS5DaBZvuYofpAt,0.0,0.0,2020s
0.488,0.343,-8.985,0.0436,0.556,0.0,0.0978,102.819,4l0Mvzj72xxOpRrp6h8nHi,0.0,0.0,2020s
0.507,0.294,-10.0,0.04,0.896,1.97e-05,0.386,114.199,6uvh0In7u1Xn4HgxOfAn8O,0.0,0.0,2020s
0.44,0.04,-16.887,0.0322,0.981,0.465,0.249,135.965,4IhTXiZLKATmwhMZIb1GQN,0.0,0.0,2010s
0.907,0.393,-7.636,0.0539,0.451,1.35e-06,0.202,104.949,3J8EOeKLTLXORtWPpOU5bE,0.0,0.0,2020s
0.453,0.383,-11.015,0.163,0.728,0.0,0.333,105.029,7l97ElWmIdVHWUaOeeU5ZC,0.0,0.0,2020s
0.584,0.684,-4.314,0.567,0.312,9.05e-05,0.72,210.164,3NRql0A1Ef4RCvT473iqgD,1.0,1.0,2010s
0.391,0.335,-10.064,0.0763,0.389,0.0,0.116,174.185,135Lf4Q0CzlMNfOxbEUsLH,0.0,0.0,2020s
0.316,0.63,-5.963,0.117,0.471,0.262,0.313,89.643,6N22FZs2ZhPBYi3b9XPajV,0.0,1.0,2010s
0.48,0.602,-6.335,0.368,0.487,0.0,0.269,179.798,5rZlwNFl01HqLWBQGryKSm,0.0,1.0,2020s
0.4,0.641,-6.303,0.0674,0.214,0.0,0.393,81.552,5hnGrTBaEsdukpDF6aZg8a,0.0,1.0,2020s
0.648,0.308,-11.729,0.04,0.886,0.0774,0.198,76.997,0j1Ia2lQWrcXrQZI4AdJlk,0.0,0.0,2020s
0.555,0.27,-15.892,0.0888,0.931,0.544,0.271,139.681,1lORkxEMmsCZqhoxcmk3A3,0.0,0.0,2020s
0.516,0.167,-13.205,0.0265,0.921,1.61e-05,0.304,82.044,7qF0FfuzBFwMe1lNHkEDxW,0.0,0.0,2020s
0.708,0.211,-9.603,0.0424,0.853,0.0,0.362,72.5,3V0nnQhqvbE3JmiDdnzQFQ,0.0,0.0,2010s
0.627,0.618,-8.529,0.0437,0.0558,0.0,0.848,82.03,3xVZYkcuWalGudeKl861wb,1.0,1.0,2020s
0.398,0.286,-11.881,0.033,0.616,0.000146,0.0666,78.262,2KnLkZ3z7PO3kgVGHGqDpD,0.0,0.0,2020s
0.632,0.284,-14.025,0.0801,0.932,0.000476,0.208,129.642,042Sl6Mn83JHyLEqdK7uI0,0.0,0.0,2020s
0.522,0.128,-18.717,0.0357,0.894,0.026,0.124,109.986,58wyJLv6yH1La9NIZPl3ne,0.0,0.0,2010s
0.637,0.639,-7.832,0.0542,0.0926,0.00503,0.81,92.987,1Fav4xZn60uGM3XmiHJmvT,1.0,1.0,2020s
0.247,0.299,-6.083,0.0315,0.899,0.0,0.172,177.115,35ovElsgyAtQwYPYnZJECg,0.0,0.0,2020s
0.319,0.236,-9.644,0.0318,0.898,1.62e-05,0.254,162.351,7CC6UbCs4iGsePSzFxYxNn,0.0,0.0,2020s
0.269,0.373,-7.113,0.0371,0.15,0.0,0.321,202.899,523f4oSjrZx83XDtRLnsIw,0.0,0.0,2020s
0.376,0.657,-4.658,0.0768,0.0858,0.0,0.203,80.565,1r8ZCjfrQxoy2wVaBUbpwg,0.0,1.0,2020s
0.441,0.202,-12.499,0.0381,0.732,2.6e-05,0.269,77.971,1aEsTgCsv8nOjEgyEoRCpS,0.0,0.0,2020s
0.422,0.34,-6.577,0.0351,0.877,1.77e-05,0.223,77.213,1is8gU4RVcN4J8xItxWoOY,0.0,0.0,2020s
0.588,0.39,-7.753,0.0578,0.726,1.26e-05,0.206,96.571,7MOCaEUbfGyq1K96umNVwJ,0.0,0.0,2020s
0.364,0.294,-6.578,0.0504,0.833,0.0,0.125,79.477,2VFetGqLYq0Pc8ZtRYCaeL,0.0,0.0,2020s
0.42,0.359,-6.932,0.0456,0.617,0.0,0.279,143.277,0ZtWVho1KKMD9w55XYoDPl,0.0,0.0,2020s
0.592,0.342,-8.93,0.0339,0.193,0.00245,0.155,130.953,4cGqn0E8JCSY9gQllQj4Mf,0.0,0.0,2020s
0.627,0.247,-13.303,0.0321,0.811,0.0587,0.639,125.305,5JEM7lT9uSyhUsKFXwGfSm,1.0,0.0,2010s
0.642,0.214,-9.25,0.198,0.909,0.0,0.38,80.444,0W6vig3DpP1D3R4w72hdWp,0.0,0.0,2020s
0.55,0.667,-8.613,0.0776,0.57,0.0,0.763,82.767,3bXhtg6H8lOMWaLZttQF6F,1.0,1.0,2000s
0.475,0.149,-11.429,0.0395,0.844,0.0,0.318,95.423,0VxocBntP1XTZRsR9ZURPS,0.0,0.0,2010s
0.462,0.272,-9.274,0.0456,0.846,0.0,0.262,86.816,1JhuXhMiTBavuRXQTsGOdV,0.0,0.0,2010s
0.582,0.253,-11.43,0.0259,0.827,2.95e-05,0.294,90.186,5rwq6R0Uq0BngM3rdmCeNg,0.0,0.0,2000s
0.455,0.265,-8.468,0.0491,0.861,0.0,0.324,176.036,7wIYDzWW82O6Rc4vGuzjND,0.0,0.0,2010s
0.68,0.315,-8.425,0.0391,0.913,0.0,0.361,117.614,359lSGQwvAM3aZA5UNwqiQ,0.0,0.0,2010s
0.792,0.307,-6.224,0.0522,0.189,0.0,0.631,104.511,4mJDfMcT7odIUjWlb2WO4L,1.0,0.0,2010s
0.613,0.335,-6.791,0.0281,0.841,0.000161,0.245,108.014,5XSU59wtE5CRCAEyHmmGy4,0.0,0.0,2010s
0.562,0.187,-9.156,0.0313,0.921,0.0,0.199,117.59,7lcUx8bgiwGEn0BHNo3O31,0.0,0.0,2010s
0.514,0.343,-8.531,0.0263,0.182,0.0,0.212,102.013,77vv9vprh6SazfOXIJgYpx,0.0,0.0,2010s
0.427,0.229,-11.564,0.0364,0.935,7.37e-06,0.222,125.195,7e4Pftu2tzDeY0W0690OKQ,0.0,0.0,2010s
0.499,0.21,-9.122,0.042,0.891,1.17e-05,0.39,140.23,4tYokojnBEp5pBWO7wTRPA,0.0,0.0,2010s
0.512,0.245,-8.828,0.0338,0.851,0.0,0.266,93.971,1OozJMmjaGAgX8WPTTMpcG,0.0,0.0,2010s
0.432,0.377,-5.79,0.0304,0.459,0.0,0.394,94.973,5T6bJp3XgwT0IaCfKMxmAu,0.0,0.0,2010s
0.689,0.339,-6.127,0.0511,0.745,0.0,0.611,114.297,4TqiKcUUvK7y6x6JG5NpJX,1.0,0.0,2010s
0.317,0.15,-17.433,0.0323,0.951,9.28e-05,0.228,45.306,4FCNizKAqQ0JDx9ZWDEt1Z,0.0,0.0,2020s
0.632,0.378,-11.462,0.0306,0.884,2.63e-05,0.347,125.128,4DCHszO57DZHgvqalfoITR,0.0,0.0,2000s
0.528,0.291,-9.696,0.0401,0.914,0.0,0.355,76.805,5nMRpGfqQ0tb1TMbqBVK2J,0.0,0.0,2010s
0.825,0.211,-8.324,0.0383,0.192,0.0,0.609,87.068,3BK5t8Z6AkaeUTdFjehHqy,1.0,0.0,2010s
0.572,0.285,-12.367,0.0316,0.789,0.0,0.168,88.012,3rcVJVqhuuKbVppaLXrxD5,0.0,0.0,2010s
0.453,0.152,-13.444,0.0606,0.777,0.0,0.364,90.429,1w5eAssKxCtTpJh7gNQdgO,0.0,0.0,2010s
0.662,0.265,-13.387,0.0379,0.636,0.00824,0.106,75.035,110YC8JMSnxlr5dFrtEdiP,0.0,0.0,2020s
0.461,0.153,-14.082,0.0386,0.903,1.18e-05,0.251,73.303,3IDYyNRmL5npjqm3x6fqjQ,0.0,0.0,2010s
0.345,0.34,-9.337,0.0342,0.805,1.74e-05,0.302,136.222,0Hbn9DrKJiXgoQdVSwBn7B,0.0,0.0,2020s
0.46,0.319,-8.621,0.0356,0.861,0.0,0.33,145.765,78gNozh0NmyIMgpSOGX7Fz,0.0,0.0,2010s
0.399,0.331,-10.854,0.0336,0.886,0.000839,0.278,104.599,4gek9UL5WceAq1qiZlhmGM,0.0,0.0,2010s
0.634,0.176,-14.703,0.0307,0.931,1.6e-06,0.335,107.974,674WNL7f5Xo8XxtipzB3ao,0.0,0.0,2010s
0.467,0.307,-9.712,0.0284,0.556,0.00153,0.119,103.808,5qCAMmVToq2m3snrMX9mKO,0.0,0.0,2010s
0.392,0.178,-12.016,0.0318,0.859,0.00453,0.178,123.137,6Bcsu35LlV2YyUSa1X7Cpf,0.0,0.0,2010s
0.611,0.313,-10.242,0.0339,0.835,0.000315,0.378,134.858,3PSMcb1gU5A8DveqU2K4z2,0.0,0.0,2000s
0.576,0.121,-17.343,0.036,0.952,0.00111,0.063,116.826,5mVDhLnXTHlBWJnMHXa9Qs,0.0,0.0,2010s
0.505,0.15,-9.795,0.0439,0.833,0.0,0.383,133.237,6nyZQ82OI0OujbbFpo3e0K,0.0,0.0,2010s
0.438,0.356,-11.448,0.0388,0.74,0.0,0.356,186.267,7rohDMzsbmSmol7sIZs0Px,0.0,0.0,2010s
0.547,0.0739,-13.961,0.052,0.948,0.0,0.25,142.526,38OudvGwGjmc5R4sDb2rd0,0.0,0.0,2010s
0.52,0.172,-11.422,0.0343,0.972,6.24e-06,0.0746,67.007,1Rzv9hwuNO1H7N947tD1e8,0.0,0.0,2010s
0.661,0.184,-13.644,0.038,0.665,0.0,0.357,140.006,6QeLUyIfNHCJhEMSPGwDgi,0.0,0.0,2000s
0.585,0.211,-11.807,0.0358,0.943,1.67e-05,0.386,92.449,1B8C0h5Y8MRvzK7j17BODg,0.0,0.0,2010s
0.682,0.382,-5.179,0.217,0.309,0.0,0.638,190.773,5ZMb1d14RLl5NHAgZIwVHc,1.0,0.0,2010s
0.665,0.209,-10.884,0.0315,0.845,0.0,0.231,115.007,0Fqee2fFR57uDmrHQ5389d,0.0,0.0,2010s
0.649,0.213,-12.385,0.117,0.655,2.35e-06,0.672,96.685,22wMOOsQVIKkoVAILL5ruw,1.0,0.0,2010s
0.69,0.361,-10.356,0.0401,0.872,0.0,0.779,93.052,6rTmz0BVcErmi00dmEMDFn,1.0,0.0,2010s
0.67,0.306,-11.032,0.0366,0.8,1.18e-06,0.61,139.949,0ZWSpn7UgqAp4exbKEUD5g,1.0,0.0,2010s
0.448,0.336,-7.706,0.0336,0.967,1.03e-06,0.372,81.568,2CZX6RHW9EYFhhTANVsF5A,0.0,0.0,2010s
0.519,0.192,-7.38,0.0414,0.857,0.0,0.36,125.417,6HTDbFiF3c6QFRKkB6DcR4,0.0,0.0,2010s
0.366,0.262,-12.635,0.0322,0.767,2.06e-05,0.181,151.11,2AhqPhQ4E1r9v2i2TfJHR0,0.0,0.0,2010s
0.657,0.192,-13.108,0.0365,0.894,0.0,0.305,130.087,1jUyxF7NmNXGlZQDVw40O8,0.0,0.0,2010s
0.712,0.102,-11.422,0.0523,0.899,0.0,0.38,104.47,550Wn0mCBgXSnTNouQA2fY,0.0,0.0,2010s
0.741,0.117,-12.427,0.049,0.931,0.000164,0.349,124.087,5V0CRoCDeDpGTXZGWPTk3D,0.0,0.0,2010s
0.675,0.278,-9.569,0.0343,0.845,0.0,0.353,123.962,1hrDzrt4YgZdD67MOu5U0Q,0.0,0.0,2010s
0.634,0.824,-3.394,0.047,0.0908,0.0711,0.371,137.959,31nfdEooLEq7dn3UMcIeB5,0.0,1.0,2020s
0.615,0.629,-5.53,0.0757,0.528,5.6e-05,0.109,170.118,5SNvyCJJ5OLKDLQza2EPLP,0.0,1.0,2020s
0.654,0.921,-5.086,0.0465,0.0188,0.000955,0.179,130.969,4hB0gb4KGm17u266JD5pbc,0.0,1.0,2020s
0.676,0.951,-5.583,0.0483,0.0527,0.82,0.0696,127.945,7jY6W92bLfnXnevTa7JKHi,0.0,1.0,2020s
0.577,0.996,-3.603,0.0563,0.0133,0.896,0.203,133.011,12p3LJyuWdEh6bWFoc60Bk,0.0,1.0,2020s
0.806,0.954,-3.288,0.0785,0.135,0.0627,0.258,145.012,6qA8tFC2wRG2Tl4yR6ZLjP,0.0,1.0,2020s
0.874,0.869,-5.996,0.0315,0.00116,0.00238,0.726,126.027,5ZduaRci3iNUiDfJbBfAaf,1.0,1.0,2020s
0.618,0.952,-4.129,0.0717,0.00106,0.328,0.313,133.952,6sVZ5ilWUNJBy8fBvjpzWh,0.0,1.0,2020s
0.616,0.841,-4.779,0.076,0.0559,0.00217,0.714,110.029,5YdnOm5990Kfq1Jodws98B,1.0,1.0,2020s
0.706,0.975,-5.58,0.0651,0.0505,0.247,0.319,154.993,7F7N0yugLFgKXoEACgtzD8,0.0,1.0,2020s
0.588,0.848,-5.295,0.0394,0.000394,0.215,0.394,132.04,02Ixue9YkjgvPD3TAQFvP1,0.0,1.0,2020s
0.561,0.928,-5.812,0.0371,0.087,0.894,0.182,125.988,7jrMFjEq0t09f7m3HnnWXl,0.0,1.0,2020s
0.678,0.881,-5.498,0.0552,0.0392,0.00433,0.0357,128.019,1D5ifTPFnQWDnSxSAfc1hc,0.0,1.0,2020s
0.589,0.973,-5.317,0.0426,0.0347,0.000945,0.115,126.003,2aQpISWUBToaF84DDiTeRV,0.0,1.0,2020s
0.587,0.919,-4.679,0.0429,0.0042,0.014,0.0745,125.977,6rGf5AsEaVskU0pO2ewcUL,0.0,1.0,2020s
0.56,0.832,-6.432,0.0363,0.00953,0.00541,0.0818,126.0,4qDpLaFGf5ampf2DXD2TMA,0.0,1.0,2020s
0.762,0.895,-4.562,0.0737,0.00618,0.145,0.755,125.979,1aNUSKBe6UMyMk3pEu9ws7,1.0,1.0,2020s
0.79,0.797,-3.596,0.0862,0.0268,0.000282,0.38,126.021,0MpQj2Fd3kVlr5ZoK22jxd,0.0,1.0,2020s
0.696,0.793,-5.733,0.097,0.0683,3.78e-06,0.698,120.003,6BePGk3eCan4FqaW2X8Qy3,1.0,1.0,2020s
0.651,0.937,-4.078,0.0468,0.236,0.0975,0.666,123.993,67eYAnkdTu8BMcIx29z26L,1.0,1.0,2020s
0.788,0.906,-5.863,0.0382,0.0222,0.00283,0.811,128.004,5SFCEkybGYmmzKqewtDEaN,1.0,1.0,2020s
0.355,0.802,-5.114,0.0478,0.0367,1.06e-05,0.0391,135.017,5Y2n6pW4Vqr4Mzkd9V4Uk8,0.0,1.0,2020s
0.738,0.883,-7.989,0.0818,0.053,0.193,0.651,125.04,6Ea2oEzysv4UECGNxL1IEW,1.0,1.0,2020s
0.708,0.909,-5.999,0.0476,0.0324,0.527,0.351,127.997,5IFSvSEeCAvvBEQ85poqKB,0.0,1.0,2020s
0.628,0.997,-1.7,0.0706,0.031,0.0101,0.158,127.963,2f2dRxjiUOoV5qhZFbnVO6,0.0,1.0,2020s
0.591,0.768,-7.587,0.132,0.011,5.26e-06,0.297,129.936,3bjM6KcvV1MwkAm7DJQb9O,0.0,1.0,2020s
0.535,0.954,-4.347,0.0802,0.0723,0.000819,0.0396,131.93,7DnI3ktF2vcmzKuCCKseQL,0.0,1.0,2020s
0.835,0.658,-7.949,0.0743,0.259,0.00725,0.399,155.017,7AFAB7RL8PXHrSf4uY10Z6,0.0,1.0,2020s
0.716,0.963,-3.097,0.0931,0.0344,0.0,0.707,124.97,2LCd6P35jFyZ9SN37o9D2q,1.0,1.0,2020s
0.445,0.911,-5.62,0.198,0.00494,1.87e-05,0.206,150.237,2HJBsWX5LQK8Y95JzPJ4zp,0.0,1.0,2020s
0.75,0.87,-7.109,0.055,0.00166,0.607,0.966,125.996,02QE4LsAj7DBjMRxolGE8a,1.0,1.0,2020s
0.683,0.825,-6.175,0.0424,0.000833,0.727,0.0451,126.023,4ptnQ0kQnN1U1Ig8TSslj6,0.0,1.0,2020s
0.665,0.727,-8.073,0.0391,0.00984,0.394,0.397,133.922,31B7wLv4yvtjDoTTmbnxeE,0.0,1.0,2020s
0.855,0.839,-5.733,0.153,0.0736,0.426,0.729,127.044,3DqOJ2BoddzZpNdty3okJH,1.0,1.0,2020s
0.493,0.812,-4.674,0.0739,0.07,0.0,0.325,139.889,4yc0wKwKXGkx9Vqc42MIFy,0.0,1.0,2020s
0.663,0.882,-3.022,0.0484,0.0456,0.0179,0.217,145.003,1h54366McXSNcici2LAiZP,0.0,1.0,2020s
0.539,0.884,-2.526,0.0506,0.0205,1.45e-05,0.111,174.042,3rFHJDslBgt9rHu8p22aFN,0.0,1.0,2020s
0.743,0.851,-5.457,0.195,0.0121,0.00382,0.745,135.969,5AWGyFvWNof3Knq7QrN3jD,1.0,1.0,2020s
0.711,0.748,-6.524,0.0521,0.0493,0.765,0.254,134.014,4LwxeWSBu0LQtEyGLb6FVP,0.0,1.0,2020s
0.707,0.902,-7.393,0.125,0.16,0.771,0.166,140.03,6FWAIkMvnS0ABEdBKcIp5K,0.0,1.0,2020s
0.847,0.724,-7.668,0.047,0.00355,0.00339,0.326,126.983,4zlbKky2yA657Sk5rekZoR,0.0,1.0,2020s
0.555,0.971,-2.718,0.0571,0.0197,0.0193,0.358,126.016,6b7Z5ICFy6TbQwshMr9ORO,0.0,1.0,2020s
0.743,0.893,-5.261,0.129,0.00284,0.000369,0.369,130.072,2Jn3wcH9TSCFMQjlWreTft,0.0,1.0,2020s
0.746,0.978,-4.879,0.0644,0.0211,0.00939,0.659,125.99,62bjfb5YMLvZU44vfjJVxp,1.0,1.0,2020s
0.548,0.857,-6.83,0.0369,0.0187,0.749,0.0532,127.967,2UDycsru4dEa1UFmyIvKYU,0.0,1.0,2020s
0.727,0.982,-4.011,0.0782,0.000274,0.854,0.719,126.036,1EXDjOpV3Lbiv8CzJ7caHs,1.0,1.0,2020s
0.509,0.691,-5.199,0.0446,0.0304,0.0,0.376,129.827,1P7hMSbpJOQy58eC78qx7s,0.0,1.0,2020s
0.434,0.66,-5.605,0.0359,0.0122,6.12e-06,0.315,127.968,5RfVafaeEEiqC0Z3LsBaZw,0.0,1.0,2020s
0.808,0.662,-6.771,0.11,0.0479,0.441,0.67,126.953,1xFrwpp4li4MFpMr9KpTEK,1.0,1.0,2020s
0.484,0.895,-6.735,0.338,0.0134,0.00568,0.181,174.765,7tU4LZnbwmf0mYMboISOzT,0.0,1.0,2020s
0.645,0.844,-5.392,0.0284,0.066,0.0012,0.673,132.097,3LdBhYsPBaLzkL8Cupe106,1.0,1.0,2020s
0.758,0.944,-4.901,0.0623,0.0308,0.103,0.826,126.022,6JjSoJ2laV4ZbKNb9nybvh,1.0,1.0,2020s
0.395,0.857,-5.201,0.0431,0.00173,0.0,0.174,170.909,5VhPhDGiJrc2rd7GbToA7z,0.0,1.0,2020s
0.553,0.803,-5.066,0.0973,0.00232,1.06e-06,0.368,154.952,7piw0SrFyHjJwOivGxdrnb,0.0,1.0,2020s
0.426,0.823,-4.145,0.0409,0.00214,0.0,0.184,74.978,26dZqv39K4kE2kFXAI5dH5,0.0,1.0,2020s
0.577,0.909,-3.746,0.279,0.141,0.0,0.929,159.898,6H4mOpaopoXbLkf12GEhe4,1.0,1.0,2020s
0.396,0.927,-2.948,0.129,0.113,7.18e-06,0.364,174.166,0ln00F04EahMrWIb1Qijqo,0.0,1.0,2020s
0.585,0.884,-1.471,0.0525,0.0657,9.34e-05,0.312,150.079,3khsjS0d0qOwB3x8k5gVca,0.0,1.0,2020s
0.508,0.841,-4.122,0.0288,0.0069,1.23e-06,0.259,160.119,6V074QUpLYTJCaCJMfvX6q,0.0,1.0,2020s
0.486,0.956,-2.381,0.0651,0.0242,7.44e-06,0.383,160.002,5YQoeliHU9Iz2La6pgsL9X,0.0,1.0,2020s
0.584,0.991,-5.074,0.105,0.149,0.000263,0.753,154.992,1f1oSxTFtI9WN7X6GvzMtF,1.0,1.0,2020s
0.368,0.984,-2.744,0.405,0.0179,0.0154,0.108,160.05,54WsAt5kYg8GPi9s85yPuQ,0.0,1.0,2020s
0.671,0.996,-0.672,0.229,0.0118,0.00121,0.161,160.02,1WbQ96o7shECYjvEsRhvUV,0.0,1.0,2020s
0.535,0.928,-2.025,0.0823,0.0068,9.18e-06,0.116,154.872,4plFHRIYpyvO46CWG2UMvG,0.0,1.0,2020s
0.588,0.964,-2.937,0.127,0.018,0.0326,0.723,170.044,063YSXc8E2MUCermhiW0Te,1.0,1.0,2020s
0.445,0.916,-4.813,0.0867,0.00593,0.0,0.33,158.05,2y4MGW3z5eMAZTXm7Q0T7V,0.0,1.0,2020s
0.424,0.829,-5.505,0.0419,0.000669,0.0,0.161,154.944,3kbLfKqT2ul31MOy1scPfX,0.0,1.0,2020s
0.511,0.973,-3.195,0.336,0.0758,0.000252,0.347,159.98,1H2HyRY6Z4krifebdRQqNY,0.0,1.0,2020s
0.381,0.835,-4.251,0.158,0.00312,0.0,0.187,159.794,6x37HbiBJpoB74rMe3Un0Q,0.0,1.0,2020s
0.237,0.928,-3.706,0.0646,0.0222,0.00387,0.218,67.254,4Ujj3fBXpQZOChxAmsEzlL,0.0,1.0,2020s
0.263,0.99,-2.856,0.6,0.00847,0.0213,0.109,159.61,1EUKFavDiIvi2J6Cd35Tmd,0.0,1.0,2020s
0.403,0.818,-6.674,0.0552,0.00289,2.41e-06,0.289,154.888,1jurU7dHfTOOZEf6fADV8v,0.0,1.0,2020s
0.552,0.942,-4.098,0.0589,0.0272,0.00805,0.0607,150.038,6xjHeCdwsBoUYrEN2kJ998,0.0,1.0,2020s
0.634,0.91,-3.029,0.195,0.0306,0.00105,0.659,159.978,6vFEXiW7QPKGRardogdK6f,1.0,1.0,2020s
0.571,0.993,-1.99,0.121,0.0107,0.085,0.31,160.0,0tzNc4vPi7YujhPEl0lVCO,0.0,1.0,2020s
0.479,0.81,-4.374,0.0314,0.00571,8.92e-05,0.179,149.947,1bc1ykb05EfBvnzjOmqvmi,0.0,1.0,2020s
0.362,0.752,-4.449,0.0384,0.161,0.0,0.282,149.548,5u6MUAawmhnFHVGaAGDj2v,0.0,1.0,2020s
0.226,0.779,-7.138,0.083,0.00235,0.000809,0.167,155.023,6Dr20NRSnMh9NT76D4FNqk,0.0,1.0,2020s
0.454,0.988,-1.112,0.16,0.000328,0.000962,0.167,154.956,33yP87JuBfAhwuZplkysHH,0.0,1.0,2020s
0.571,0.95,-1.643,0.127,0.0413,0.000218,0.315,155.058,694DLdlWtk26a6pyaf1vMi,0.0,1.0,2020s
0.514,0.997,-3.13,0.335,0.00895,0.0472,0.304,156.996,1jtelkyKjyRJTIhhf4yfxG,0.0,1.0,2020s
0.338,0.966,-2.334,0.242,0.0171,0.0,0.149,159.932,5Oz55aVuZ3KbKMeHOhePdx,0.0,1.0,2020s
0.544,0.898,-0.923,0.05,0.0638,3.95e-06,0.379,74.997,2BtbpG4B4cK72uiMbr9Dti,0.0,1.0,2020s
0.434,0.939,-3.971,0.0628,0.208,0.0,0.173,155.078,3fuk0gZ8I1n2CYA2gsCtzH,0.0,1.0,2020s
0.515,0.974,-3.552,0.286,0.0116,0.00115,0.211,155.045,1VtGStey2iPgtZSLHU6sf0,0.0,1.0,2020s
0.514,0.987,-2.67,0.206,0.00583,0.000474,0.227,154.966,490OtmKonSLbMTvOyet1T8,0.0,1.0,2020s
0.523,0.912,-5.249,0.1,0.00445,9.6e-05,0.351,155.021,4Srdf7olznuLK2qC67Zjbp,0.0,1.0,2020s
0.589,0.994,-0.882,0.157,0.159,0.000131,0.233,154.949,6AWeDqvevggPd0FITDYshW,0.0,1.0,2020s
0.504,0.939,-1.574,0.152,0.000503,1.08e-05,0.159,160.016,4sCkVuX3Nj0guPB7LCksHt,0.0,1.0,2020s
0.508,0.948,-4.429,0.0598,0.000916,0.000635,0.271,155.056,6kvbfuy7sCAufBZ17GVKZo,0.0,1.0,2020s
0.543,0.886,-3.689,0.136,0.0278,1e-05,0.175,150.081,32ncEXDqBzDyblpzdcGRWB,0.0,1.0,2020s
0.345,0.909,-5.083,0.169,0.049,5.61e-05,0.115,155.142,2RAnGGv0jVWMmtFvskh7Fo,0.0,1.0,2020s
0.426,0.966,-1.392,0.309,0.185,0.00186,0.289,154.85,2klFM38gNMzVJdgGGfskhE,0.0,1.0,2020s
0.595,0.947,-2.777,0.38,0.00847,0.000112,0.32,155.162,7eNFtBAwul6cqskHAtlRbN,0.0,1.0,2020s
0.454,0.882,-5.368,0.0537,0.006,0.000249,0.177,155.156,0mGmrLTe4VlaWZ5DFWpnil,0.0,1.0,2020s
